pkg1 file1 pkg2 file2 pairFreq clusterid expected
genomebrowser/gbrender config.h genomebrowser/gbrender util.h 29 0 TRUE
genomebrowser gbplot.h genomebrowser gbplotrenderer.h 27 0 TRUE
genomebrowser/gbrender config.h genomebrowser/gbrender pileuprenderer.h 26 0 TRUE
genomebrowser/gbrender worker.h genomebrowser/gbrender config.h 23 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbplot.h 23 0 TRUE
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender config.h 22 0 TRUE
genomebrowser gbplot.h genomebrowser genomebrowserviewer.h 22 0 TRUE
genomebrowser gbplot.h genomebrowser gbscale.h 21 0 TRUE
genomebrowser gbscalezoomer.h genomebrowser gbplot.h 21 0 TRUE
genomebrowser/gbrender bamutil.h genomebrowser/gbrender config.h 19 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender config.h 19 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser gbdata.h 19 0 TRUE
genomebrowser gbstate.h genomebrowser gbdata.h 18 0 TRUE
genomebrowser gbscalezoomer.h genomebrowser gbdata.h 16 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser genomebrowserviewer.h 16 0 TRUE
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender config.h 16 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbdata.h 15 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender pileuprenderer.h 14 0 TRUE
genomebrowser gbdata.h genomebrowser gbplotgroup.h 14 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender coveragerenderer.h 14 0 TRUE
genomebrowser gbplot.h genomebrowser gbscaletransform.h 13 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender config.h 13 0 TRUE
genomebrowser gbplotview.h genomebrowser gbdata.h 12 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender bamutil.h 12 0 TRUE
genomebrowser gbpileuprenderer.h genomebrowser gbrenderworker.h 12 0 TRUE
genomebrowser gbplotgroup.h genomebrowser genomebrowserviewer.h 12 0 TRUE
genomebrowser gbplotview.h genomebrowser genomebrowserviewer.h 11 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender pileupscenes.h 11 0 TRUE
genomebrowser gbplot.h genomebrowser gbcontroltools.h 11 0 TRUE
genomebrowser gbscale.h genomebrowser gbdata.h 11 0 TRUE
genomebrowser/gbrender worker.h genomebrowser/gbrender pileupscenes.h 11 0 TRUE
genomebrowser gbrendercoveragerenderer.h genomebrowser gbrenderworker.h 10 0 TRUE
gacore gafeaturereader.h gacore gafeaturesourceinfo.h 10 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender rmath.h 10 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender rendererbase.h 10 0 TRUE
genomebrowser gbplotview.h genomebrowser gblandmarknavigator.h 10 0 TRUE
genomebrowser/gbrender generenderer.h genomebrowser/gbrender pileuprenderer.h 9 0 TRUE
genomebrowser gblandmarkview.h genomebrowser gbdata.h 9 0 TRUE
genomebrowser gbcontroltree.h genomebrowser genomebrowserviewer.h 9 0 TRUE
genomebrowser gbrendererbase.h genomebrowser gbrenderworker.h 9 0 TRUE
genomebrowser gbstate.h genomebrowser gblandmarknavigator.h 9 0 TRUE
genomebrowser gbrenderitem.h genomebrowser gbitem.h 9 0 TRUE
genomebrowser gbplotstate.h genomebrowser gbplotrenderer.h 9 0 TRUE
genomebrowser gbpileuprenderer.h genomebrowser gbrendertree.h 9 0 TRUE
gacore genomeassembly.h gacore gainterval.h 9 0 TRUE
genomebrowser gbpileuprenderer.h genomebrowser gbrenderutil.h 9 0 TRUE
genomebrowser gbplotstate.h genomebrowser gbscale.h 9 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender coveragerenderer.h 9 0 TRUE
genomebrowser gbrootstate.h genomebrowser gbscale.h 9 0 TRUE
genomebrowser gbitem.h genomebrowser gbpileupitem.h 9 0 TRUE
genomebrowser gbplotgroup.h genomebrowser gblandmarknavigator.h 8 0 TRUE
genomebrowser gbpileuprenderer_aux.h genomebrowser gbpileuprenderer.h 8 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender coveragerenderer.h 8 0 TRUE
genomebrowser/gbrender generenderer.h genomebrowser/gbrender coveragerenderer.h 8 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender rmath.h 8 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbdata.h 8 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender pileupscenes.h 8 0 TRUE
genomebrowser gbscale.h genomebrowser genomebrowserviewer.h 8 0 TRUE
genomebrowser gblandmarkview.h genomebrowser gblandmarknavigator.h 8 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser genomebrowserviewer.h 8 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gblandmarknavigator.h 8 0 TRUE
genomebrowser/gbrender gafeaturecursor.h genomebrowser/gbrender pileuprenderer.h 8 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender pileuprenderer.h 8 0 TRUE
genomebrowser gbscalestate.h genomebrowser gbscale.h 8 0 TRUE
genomebrowser/gbrender gafeaturecursor.h genomebrowser/gbrender bamutil.h 8 0 TRUE
genomebrowser/gbrender bamutil.h genomebrowser/gbrender rmath.h 8 0 TRUE
genomebrowser/gbrender pileupaux.h genomebrowser/gbrender config.h 8 0 TRUE
genomebrowser gbscaleengine.h genomebrowser genomebrowserviewer.h 8 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender histogram.h 8 0 TRUE
genomebrowser gbstate.h genomebrowser gbscalezoomer.h 8 0 TRUE
genomebrowser gbrendercoveragerenderer.h genomebrowser gbrendertree.h 8 0 TRUE
genomebrowser gbitem.h genomebrowser gbdata.h 8 0 TRUE
genomebrowser gbscale.h genomebrowser gbscaleengine.h 7 0 TRUE
genomebrowser gbrendercoveragerenderer.h genomebrowser gbrenderutil.h 7 0 TRUE
genomebrowser genomebrowserdata.h genomebrowser genomebrowserviewer.h 7 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender pileuprenderer.h 7 0 TRUE
genomebrowser gbscaleengine.h genomebrowser gbdata.h 7 0 TRUE
genomebrowser gbplot.h genomebrowser gbscaleengine.h 7 0 TRUE
genomebrowser/gbrender gafeaturecursor.h genomebrowser/gbrender util.h 7 0 TRUE
genomebrowser genomebrowserviewer.h genomebrowser gbscalezoomer.h 7 0 TRUE
genomebrowser/gbrender generenderer.h genomebrowser/gbrender worker.h 7 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbplotrenderer.h 7 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender worker.h 7 0 TRUE
genomebrowser gbscale.h genomebrowser gbplotgroup.h 7 0 TRUE
genomebrowser gbplot.h genomebrowser gbpileupitem.h 7 0 TRUE
genomebrowser/gbrender gafeaturecursor.h genomebrowser/gbrender coveragerenderer.h 7 0 TRUE
gacore gafeaturereader.h gacore bamfile.h 7 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbstate.h 7 0 TRUE
genomebrowser/gbrender pileupscenes.h genomebrowser/gbrender pileupaux.h 7 0 TRUE
genomebrowser gbstate.h genomebrowser gbscale.h 7 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender rendererbase.h 7 0 TRUE
genomebrowser gbcontroltree.h genomebrowser gbdata.h 7 0 TRUE
genomebrowser gbrenderutil.h genomebrowser gbrendererbase.h 7 0 TRUE
genomebrowser gbcontroltools.h genomebrowser gblandmarknavigator.h 7 0 TRUE
genomebrowser gbrenderitem.h genomebrowser gbplot.h 7 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser gbscaleengine.h 7 0 TRUE
genomebrowser gbplot.h genomebrowser gbinterval.h 7 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender worker.h 6 0 TRUE
gacore gafeaturereader.h gacore gaglobal.h 6 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbitem.h 6 0 TRUE
genomebrowser/gbrender rect.h genomebrowser/gbrender bamutil.h 6 0 TRUE
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender view.h 6 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser gbitem.h 6 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser genomebrowserviewer.h 6 0 TRUE
genomebrowser gbscale.h genomebrowser gbplotrenderer.h 6 0 TRUE
genomebrowser gbscale.h genomebrowser gbconsole.h 6 0 TRUE
genomebrowser gbscalezoomer.h genomebrowser gbcontroltools.h 6 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender view.h 6 0 TRUE
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender scene.h 6 0 TRUE
genomebrowser gbplotstate.h genomebrowser gbdata.h 6 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender coveragerenderer.h 6 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbscaleengine.h 6 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbscaleengine.h 6 0 TRUE
genomebrowser gbrenderworker.h genomebrowser gbplot.h 6 0 TRUE
gacore gasourceregistry.h gacore gafeaturesourceinfo.h 6 0 TRUE
gacore idf2.h gacore gafeaturesourceinfo.h 6 0 TRUE
genomebrowser gbpileuprenderer_aux.h genomebrowser gbrendercoveragerenderer.h 6 0 TRUE
genomebrowser gbcontroltree.h genomebrowser gblandmarknavigator.h 6 0 TRUE
genomebrowser gbgrip.h genomebrowser gbconsole.h 6 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender pileuprenderer.h 6 0 TRUE
genomebrowser/gbrender pileuprenderer.h genomebrowser/gbrender tree.h 6 0 TRUE
genomebrowser/gbrender bamutil.h genomebrowser/gbrender tree.h 6 0 TRUE
genomebrowser gbrendererbase.h genomebrowser gbpileuprenderer_aux.h 6 0 TRUE
genomebrowser/gbrender tree.h genomebrowser/gbrender util.h 6 0 TRUE
genomebrowser/gbrender worker.h genomebrowser/gbrender scene.h 6 0 TRUE
genomebrowser/gbrender view.h genomebrowser/gbrender rect.h 6 0 TRUE
genomebrowser gbdevicetransform.h genomebrowser gbconsole.h 6 0 TRUE
genomebrowser gbgrip.h genomebrowser gbplot.h 6 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender featuregenerator.h 6 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender rmath.h 6 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender generenderer.h 6 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender rect.h 6 0 TRUE
genomebrowser/gbrender scene.h genomebrowser/gbrender pileupscenes.h 6 0 TRUE
genomebrowser gbaxisalignmentwidget.h genomebrowser gblandmarknavigator.h 6 0 TRUE
genomebrowser gbmainwindow.h genomebrowser gbdata.h 6 0 TRUE
genomebrowser genomebrowserviewer.h genomebrowser gbcontrolpanel.h 6 0 TRUE
genomebrowser gbcontrolpanel.h genomebrowser gblandmarknavigator.h 6 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbscale.h 6 0 TRUE
gacore genomeassembly.h gacore gafeature.h 6 0 TRUE
genomebrowser/gbrender gafeaturecursor.h genomebrowser/gbrender config.h 6 0 TRUE
genomebrowser/gbrender bamutil.h genomebrowser/gbrender histogram.h 6 0 TRUE
genomebrowser gbrendertree.h genomebrowser gbrendererbase.h 6 0 TRUE
genomebrowser gbrootstate.h genomebrowser gbdata.h 6 0 TRUE
genomebrowser gbdevicetransform.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser gbrenderitem.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbitem.h 5 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser gbcontrolbar.h 5 0 TRUE
genomebrowser gbdevicetransform.h genomebrowser genomebrowser.h 5 0 TRUE
genomebrowser gbplot.h genomebrowser gbdevicetransform.h 5 0 TRUE
genomebrowser gbgrip.h genomebrowser genomebrowser.h 5 0 TRUE
gacore genomeassembly.h gacore gaglobal.h 5 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbscaletransform.h 5 0 TRUE
genomebrowser/gbrender rect.h genomebrowser/gbrender coveragerenderer.h 5 0 TRUE
gacore gafeaturereader.h gacore idf2.h 5 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser genomebrowser.h 5 0 TRUE
genomebrowser gbgrip.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser/gbrender rendererbase.h genomebrowser/gbrender generenderer.h 5 0 TRUE
genomebrowser gbscale.h genomebrowser gbitem.h 5 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbplotstate.h 5 0 TRUE
genomebrowser gbdata.h genomebrowser gbscalepaint.h 5 0 TRUE
genomebrowser gbconsole.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gblandmarkview.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbview.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gblandmarknavigator.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbstate.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser gbunit.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser genomebrowser.h 5 0 TRUE
genomebrowser gbpileupitem.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbrendertree.h 5 0 TRUE
genomebrowser gbgrip.h genomebrowser gbaxisalignment.h 5 0 TRUE
genomebrowser/gbrender coveragerenderer.h genomebrowser/gbrender tree.h 5 0 TRUE
genomebrowser genomebrowser.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbfont.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser genomebrowserviewer.h 5 0 TRUE
gacore genomeassembly.h gacore gafeaturesourceinfo.h 5 0 TRUE
gacore genomeassembly.h gacore gafeaturereader.h 5 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbcontroltools.h 5 0 TRUE
gacore genomeassembly.h gacore idf2.h 5 0 TRUE
genomebrowser genomebrowser.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbunit.h 5 0 TRUE
genomebrowser gbzoomer.h genomebrowser gbplot.h 5 0 TRUE
genomebrowser/gbrender rect.h genomebrowser/gbrender config.h 5 0 TRUE
genomebrowser gbdevicetransform.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser/gbrender scene.h genomebrowser/gbrender rendererbase.h 5 0 TRUE
gacore idf2reader.h gacore idf2.h 5 0 TRUE
genomebrowser gbrendertree.h genomebrowser gbitem.h 5 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbdevicetransform.h 5 0 TRUE
genomebrowser gbgrip.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser gbscale.h genomebrowser genomebrowser.h 5 0 TRUE
genomebrowser gbrendertree.h genomebrowser gbplot.h 5 0 TRUE
genomebrowser gbplot.h genomebrowser gbfont.h 5 0 TRUE
gacore gafeaturereader.h gacore gasourceregistry.h 5 0 TRUE
gacore gafeaturereaderworker.h gacore gasourceregistry.h 5 0 TRUE
genomebrowser gbconsole.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser gbstate.h genomebrowser gbplotrenderer.h 5 0 TRUE
genomebrowser gbgrip.h genomebrowser gbplotgroup.h 5 0 TRUE
genomebrowser gbunit.h genomebrowser genomebrowserviewer.h 5 0 TRUE
genomebrowser genomebrowser.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser gbscalezoomer.h genomebrowser gbplotrenderer.h 5 0 TRUE
genomebrowser gbunit.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbrenderconfig.h genomebrowser gbrendertree.h 5 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbconsole.h 5 0 TRUE
genomebrowser gbunit.h genomebrowser genomebrowser.h 5 0 TRUE
gacore idf2reader.h gacore genomeassembly.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbrenderworker.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbrenderitem.h 5 0 TRUE
genomebrowser/gbrender scene.h genomebrowser/gbrender coveragerenderer.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbscaleengine.h 5 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbpileupitem.h 5 0 TRUE
genomebrowser genomebrowserviewer.h genomebrowser gblandmarkview.h 5 0 TRUE
genomebrowser gbrenderconfig.h genomebrowser gbrenderworker.h 5 0 TRUE
genomebrowser gbplotgroupstate.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gbrenderworker.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gbscalestate.h genomebrowser gbplotrenderer.h 5 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbplotview.h 5 0 TRUE
genomebrowser gbinterval.h genomebrowser gbdata.h 5 0 TRUE
genomebrowser gbrootstate.h genomebrowser gbzoomaxis.h 5 0 TRUE
genomebrowser gbfont.h genomebrowser genomebrowserviewer.h 4 0 TRUE
3rdparty/bamtools/src/api api_global.h 3rdparty/bamtools/src/api BamIndex.h 4 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender worker.h 4 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender cache.h 4 0 TRUE
genomebrowser gbunit.h genomebrowser gbcontrolbar.h 4 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender pileupaux.h 4 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser genomebrowser.h 4 0 TRUE
genomebrowser gbscaletransform.h genomebrowser gbcontrolbar.h 4 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbscalestate.h 4 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbcontrolbar.h 4 0 TRUE
genomebrowser gbscale.h genomebrowser gbzoommanager.h 4 0 TRUE
genomebrowser gbrootstate.h genomebrowser gbplotrenderer.h 4 0 TRUE
genomebrowser gbcontrolpanel.h genomebrowser gbgrip.h 4 0 TRUE
genomebrowser gbrenderworker.h genomebrowser gbitem.h 4 0 TRUE
gacore idf2reader.h gacore gafeaturesourceinfo.h 4 0 TRUE
genomebrowser gbplot.h genomebrowser magicdatasource.h 4 0 TRUE
gacore gaglobal.h gacore gafeature.h 4 0 TRUE
genomebrowser gbplotview.h genomebrowser gbscale.h 4 0 TRUE
genomebrowser gbplot.h genomebrowser gbunit.h 4 0 TRUE
3rdparty/bamtools/src/api/internal BamStandardIndex_p.h 3rdparty/bamtools/src/api/internal BamReader_p.h 4 0 TRUE
genomebrowser gbrenderutil.h genomebrowser gbrenderconfig.h 4 0 TRUE
genomebrowser gbrenderworker.h genomebrowser gblandmarknavigator.h 4 0 TRUE
genomebrowser/gbrender featuregenerator.h genomebrowser/gbrender coveragerenderer.h 4 0 TRUE
3rdparty/bamtools/src/api api_global.h 3rdparty/bamtools/src/api BamReader.h 4 0 TRUE
gacore gasourceregistry.h gacore gaglobal.h 4 0 TRUE
genomebrowser gbrenderidset.h genomebrowser gbitem.h 4 0 TRUE
genomebrowser/gbrender config.h genomebrowser/gbrender pileuprenderer_aux.h 4 0 TRUE
genomebrowser/gbrender rect.h genomebrowser/gbrender pileuprenderer.h 4 0 TRUE
3rdparty/bamtools/src/api/internal BamToolsIndex_p.h 3rdparty/bamtools/src/api/internal BamRandomAccessController_p.h 4 0 TRUE
3rdparty/bamtools/src/api/internal BamReader_p.h 3rdparty/bamtools/src/api/internal BamRandomAccessController_p.h 4 0 TRUE
gacore gafeaturereaderworker.h gacore gafeaturesourceinfo.h 4 0 TRUE
genomebrowser genomebrowser.h genomebrowser gblandmarknavigator.h 4 0 TRUE
3rdparty/bamtools/src/api BamReader.h 3rdparty/bamtools/src/api BamAlignment.h 4 0 TRUE
genomebrowser/gbrender generenderer.h genomebrowser/gbrender pileupscenes.h 4 0 TRUE
genomebrowser gbzoommanager.h genomebrowser gbplotrenderer.h 4 0 TRUE
genomebrowser gbplot.h genomebrowser gbrendercoveragerenderer.h 4 0 TRUE
genomebrowser gbplotgroupstate.h genomebrowser gbplotrenderer.h 4 0 TRUE
genomebrowser gbview.h genomebrowser gblandmarknavigator.h 4 0 TRUE
genomebrowser gbstate.h genomebrowser gbcontroltools.h 4 0 TRUE
genomebrowser gbaxisalignment.h genomebrowser gbfont.h 4 0 TRUE
genomebrowser gbzoomer.h genomebrowser gbdata.h 4 0 TRUE
genomebrowser gbpileuprenderer.h genomebrowser gbrenderloader.h 4 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbplotgroup.h 4 0 TRUE
genomebrowser gbrenderconfig.h genomebrowser gbpileuprenderer_aux.h 4 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender pileupaux.h 4 0 TRUE
genomebrowser gbscalestate.h genomebrowser gbdata.h 4 0 TRUE
genomebrowser gbrenderconfig.h genomebrowser sqlitedatasource.h 4 0 TRUE
genomebrowser/gbrender coroutine_lite.h genomebrowser/gbrender config.h 4 0 TRUE
genomebrowser gbscale.h genomebrowser gbplotzoomer.h 4 0 TRUE
genomebrowser gbscaletransform.h genomebrowser targetedevent.h 4 0 TRUE
gacore idf2reader.h gacore gaglobal.h 4 0 TRUE
genomebrowser gbpileuprenderer.h genomebrowser gbplot.h 4 0 TRUE
genomebrowser/gbrender label.h genomebrowser/gbrender coveragerenderer.h 4 0 TRUE
genomebrowser gbrendererbase.h genomebrowser gbplot.h 4 0 TRUE
genomebrowser gbzoomaxis.h genomebrowser gbpileupitem.h 4 0 TRUE
genomebrowser genomebrowserdata.h genomebrowser gblandmarknavigator.h 4 0 TRUE
3rdparty/bamtools/src/api BamIndex.h 3rdparty/bamtools/src/api BamAlignment.h 4 0 TRUE
genomebrowser gbplotview.h genomebrowser gbscaleengine.h 4 0 TRUE
genomebrowser gbdevicetransform.h genomebrowser gbcontrolbar.h 4 0 TRUE
genomebrowser gbscaleengine.h genomebrowser gbplotrenderer.h 4 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender scene.h 4 0 TRUE
genomebrowser/gbrender histogram.h genomebrowser/gbrender rendererbase.h 4 0 TRUE
genomebrowser/gbrender rmath.h genomebrowser/gbrender gafeaturecursor.h 4 0 TRUE
genomebrowser gblandmarkview.h genomebrowser gbscale.h 4 0 TRUE
genomebrowser gbcontrolbar.h genomebrowser gbconsole.h 4 0 TRUE
genomebrowser gbplotrenderer.h genomebrowser gblandmarknavigator.h 4 0 TRUE
genomebrowser/gbrender util.h genomebrowser/gbrender transcript.h 4 0 TRUE
genomebrowser gbrendertree.h genomebrowser gbdata.h 4 0 TRUE
3rdparty/bamtools/src/api/internal BamStandardIndex_p.h 3rdparty/bamtools/src/api/internal BamToolsIndex_p.h 4 0 TRUE
